"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"496111",10.704692461778,0.352269464404248,0.532442008352347,2.46801938090185,0.0672484645972415,5,15.9931680532206,0.997222745311636,3.15088676319458,0.651454263505733,10.3805529001225,"8"
"499111",10.7755549456792,0.406211526930414,0.544769661306802,2.62342500630432,0.0668075720067995,5.3114037237546,15.9796812830443,0.997292465704801,3.17570103022997,0.673131341186758,10.8696016378882,"8"
"589111",7.6377102655954,0.475690491986594,0.150040288460943,2.21534746547429,0.0796967820880232,19.4509940953254,49.3194269212782,0.996788298966743,3.36742440703967,0.749692528907149,11.1001676705256,"8"
"829111",6.32352123209892,0.618639152771744,0.0469078954880034,2.17017699363424,0.0737528997493094,33.0044543475724,44.0146910373279,0.994775649285855,3.27484444299844,0.586909707348197,9.95433176779752,"8"
"1062111",8.10453614209137,0.237143441026812,0.485395396437632,1.84047994609581,0.0890255360141112,7,15.942781128287,0.994685421949726,3.270618933035,0.736765057574594,12.3122593895845,"8"
"1091111",10.084410164977,0.269918527914516,0.630787337899324,3.0395869249411,0.0786588801643425,38.8426534491818,74.8665280979954,0.996204882244042,3.12892155715767,0.800425127064821,11.8087172592431,"8"
"1121111",7.83933169063952,0.321009159866551,0.420939668707166,2.68916646234787,0.100513758815224,8,17,0.995873108747212,3.32810410721524,0.779263857361562,11.4857677128004,"8"
"1270111",7.1662811198378,0.501643383738846,0.0919692454290923,1.84151392802059,0.0542990519795116,27.7061271517285,86.9969421828753,0.995570509417812,3.42601818906786,0.621363914788781,9.8652003827729,"8"
"1450111",7.01563489550208,0.513648111157028,0.253015596271664,2.17839128499073,0.0624432145727583,15,29,0.993651283447826,3.25730590398124,0.692595636713475,11.2972072727294,"8"
"1550111",5.95383418068583,0.651585194305583,0.0913028893731939,1.95180902469281,0.0726001290954876,16.1308412539439,24,0.99390160290498,3.54745282022705,0.69275973955826,11.1160779493087,"8"
